iter	Logloss
462	0.1063316821
463	0.1062872467
464	0.1061319949
465	0.106061338
466	0.1058674803
467	0.1057585599
468	0.1057375206
469	0.1056947374
470	0.105563145
471	0.1055133944
472	0.1054649453
473	0.1053610827
474	0.1050675878
475	0.1050040303
476	0.1047617521
477	0.1045101984
478	0.1043255476
479	0.1043036557
480	0.1042365614
481	0.1041916881
482	0.1040467791
483	0.1038529896
484	0.1038198236
485	0.1036454483
486	0.1035961937
487	0.103542001
488	0.1034983395
489	0.1034366503
490	0.1033979862
491	0.1033755918
492	0.1030767763
493	0.1028863474
494	0.1028350468
495	0.1027717713
496	0.1027502965
497	0.1026962431
498	0.1026123171
499	0.1024169692
500	0.1022177643
501	0.1020951531
502	0.1020433334
503	0.1020194608
504	0.1019850865
505	0.101952002
506	0.1018806358
507	0.1017863003
508	0.1016984983
509	0.1016908722
510	0.1016362796
511	0.1014544287
512	0.1014250518
513	0.1013225584
514	0.1011944781
515	0.1011145844
516	0.101041356
517	0.1009723293
518	0.1009471327
519	0.1008055214
520	0.1007392596
521	0.1005605092
522	0.1005315256
523	0.1005012705
524	0.1004918749
525	0.1004233666
526	0.1002789128
527	0.1002170669
528	0.100173099
529	0.1001203047
530	0.1000625138
531	0.1000062085
532	0.09997109815
533	0.099761559
534	0.09965343047
535	0.09955203301
536	0.09950880746
537	0.09944976406
538	0.09928315938
539	0.09919650327
540	0.09910304978
541	0.09900286177
542	0.0986599602
543	0.09856025635
544	0.09854430605
545	0.09850882962
546	0.09839791324
547	0.09836940138
548	0.09825751578
549	0.0982316568
550	0.09821093441
551	0.09818996971
552	0.09817718443
553	0.09817290389
554	0.09814025195
555	0.09808830771
556	0.09805913495
557	0.09804644152
558	0.09801152766
559	0.09792399854
560	0.09790036039
561	0.09788689096
562	0.09788189667
563	0.097707221
564	0.09768610821
565	0.09761949656
566	0.09749065133
567	0.09731437592
568	0.09729606136
569	0.09727932526
570	0.0972747226
571	0.09724564883
572	0.0970524323
573	0.09703618622
574	0.09703309809
575	0.09702382128
576	0.09698714398
577	0.09692856982
578	0.09689376356
579	0.09688013658
580	0.09685837623
581	0.09682344102
582	0.09680046012
583	0.09673148878
584	0.09671140209
585	0.0966790302
586	0.09654450351
587	0.09652857265
588	0.09649537547
589	0.09647612713
590	0.09644634434
591	0.09641832425
592	0.09635556617
593	0.09626553718
594	0.09624702783
595	0.09623111609
596	0.09619199069
597	0.09614189424
598	0.09613167339
599	0.09607240223
600	0.09595143051
601	0.09563802839
602	0.09543099638
603	0.09541540881
604	0.09510682163
605	0.09508127268
606	0.0950420533
607	0.09503323225
608	0.09501971387
609	0.09500229363
610	0.09499260904
611	0.09494026533
612	0.09492771671
613	0.09490246831
614	0.09475316454
615	0.09472295188
616	0.0945323829
617	0.09446111147
618	0.0944521889
619	0.09431605807
620	0.0942863513
621	0.09426063137
622	0.09412189886
623	0.09407291303
624	0.09406195585
625	0.09405697516
626	0.09405336854
627	0.09404320036
628	0.09392461447
629	0.09390634973
630	0.09387418262
631	0.09384490141
632	0.09379319341
633	0.09377916682
634	0.09363135771
635	0.09347445992
636	0.09340948894
637	0.09337715078
638	0.09333439574
639	0.09333256554
640	0.09333045308
641	0.09332059997
642	0.09329350695
643	0.09328357641
644	0.09310623949
645	0.09307249334
646	0.09298752654
647	0.09297008131
648	0.09296576037
649	0.09286911457
650	0.09286753013
651	0.09283829107
652	0.09280813466
653	0.09261175456
654	0.09259220682
655	0.09258132131
656	0.09250371668
657	0.09244941809
658	0.09243533231
659	0.0924068962
660	0.09237127537
661	0.09235794281
662	0.0923370973
663	0.09231802643
664	0.09229914494
665	0.09228462504
666	0.09224537375
667	0.09217643611
668	0.0921706433
669	0.09214156057
670	0.09211764264
671	0.0921024123
672	0.09208493227
673	0.09188183228
674	0.09175075666
675	0.09170380127
676	0.09167800509
677	0.09166883489
678	0.09161808721
679	0.09159182065
680	0.09157638304
681	0.091512708
682	0.09150200202
683	0.09145710028
684	0.09144800665
685	0.091446771
686	0.09143892374
687	0.09142892193
688	0.09140888301
689	0.09138886705
690	0.09135283709
691	0.09134647914
692	0.09129927666
693	0.09123696696
694	0.09121646091
695	0.09120339131
696	0.09116795495
697	0.09115363639
698	0.09114513147
699	0.0911044675
700	0.09085854525
701	0.09078900333
702	0.09074447753
703	0.09074068914
704	0.09070287087
705	0.09067094952
706	0.09066690116
707	0.09064509219
708	0.09054969876
709	0.09054186582
710	0.09048212029
711	0.09041948263
712	0.09040200451
713	0.09037138388
714	0.09035809192
715	0.09034043274
716	0.09031783859
717	0.09029690218
718	0.09016694728
719	0.09012057578
720	0.09011246731
721	0.0901010852
722	0.09008487132
723	0.09007804021
724	0.09000105246
725	0.08999354127
726	0.08996805179
727	0.08992759847
728	0.08991207806
729	0.08989739595
730	0.089877425
731	0.08985645476
732	0.08984894509
733	0.08984200485
734	0.08981186533
735	0.08979975127
736	0.08979479315
737	0.08977232824
738	0.08976505401
739	0.08975468993
740	0.08974271383
741	0.08973835867
742	0.08973590946
743	0.08973180866
744	0.08966054455
745	0.08965022083
746	0.08956932277
747	0.08956651189
748	0.08956058931
749	0.08954208153
750	0.08953331727
751	0.08952903388
752	0.08951606728
753	0.08949252671
754	0.08946080782
755	0.08944302708
756	0.08943586858
757	0.08942515728
758	0.08942226711
759	0.08941366859
760	0.08939690634
761	0.0893937495
762	0.08938679637
763	0.08936535343
764	0.08933031261
765	0.08932803092
766	0.08932589761
767	0.08928136594
768	0.08927843965
769	0.08909976667
770	0.08909445256
771	0.08907887238
772	0.08907116972
773	0.08894171816
774	0.08893267613
775	0.08890828351
776	0.08882466729
777	0.08882113285
778	0.08880407058
779	0.08879962244
780	0.08879629104
781	0.08879163872
782	0.08877396248
783	0.08875070928
784	0.0887340368
785	0.08872310833
786	0.08866559821
787	0.08864722719
788	0.08862564158
789	0.08861696857
790	0.0886006318
791	0.08855367548
792	0.08852001662
793	0.0885095725
794	0.08847548472
795	0.08844010493
796	0.08842710189
797	0.08842413327
798	0.08841358766
799	0.0883999957
800	0.08836953904
801	0.08836413977
802	0.08832937637
803	0.08831309679
804	0.08826622916
805	0.08825357259
806	0.08823943774
807	0.08811460565
808	0.08810914311
809	0.08809121674
810	0.08804033785
811	0.08800453612
812	0.08798021354
813	0.08796170743
814	0.08792839157
815	0.0878915185
816	0.08787211129
817	0.08773939494
818	0.08772017987
819	0.08764983353
820	0.08763396634
821	0.08762619403
822	0.08757793932
823	0.08754936358
824	0.08743208699
825	0.08741314608
826	0.08739736016
827	0.08736652127
828	0.08733865868
829	0.08732907515
830	0.08718526026
831	0.08714575981
832	0.08713020379
833	0.08709651507
834	0.08708516176
835	0.08707106235
836	0.08701972381
837	0.08699594133
838	0.08698477994
839	0.08696323492
840	0.0869510471
841	0.08694132821
842	0.08693489251
843	0.08692792158
844	0.08692577161
845	0.08691761823
846	0.08689739281
847	0.08687494828
848	0.08686639126
849	0.08685363234
850	0.08683837695
851	0.08683043576
852	0.0868119055
853	0.08680710682
854	0.08679670481
855	0.08678854988
856	0.08677931141
857	0.08676117605
858	0.08675539875
859	0.08675289792
860	0.08674190908
861	0.08659148481
862	0.08658194001
863	0.08655645888
864	0.08654327825
865	0.08645030814
866	0.0864262116
867	0.08642268971
868	0.08641907914
869	0.0863800034
870	0.08634594615
871	0.0862726944
872	0.08624061633
873	0.08617783783
874	0.0861556065
875	0.08610144469
876	0.08607500335
877	0.08600723089
878	0.0859798353
879	0.08595785399
880	0.08594931085
881	0.08594502708
882	0.08583482524
883	0.08576360135
884	0.08575012626
885	0.08570346458
886	0.08565248016
887	0.08563549235
888	0.08562594922
889	0.08561538854
890	0.08559517283
891	0.0854831783
892	0.08544980205
893	0.08543962103
894	0.08543078153
895	0.08528919491
896	0.08526500142
897	0.08515209008
898	0.08511709682
899	0.08507123032
900	0.08500098689
901	0.08498611183
902	0.08482834164
903	0.08473593036
904	0.08473291883
905	0.08472444735
906	0.08470717019
907	0.08468280672
908	0.08464699097
909	0.08462402519
910	0.08459669042
911	0.08457921462
912	0.08457382301
913	0.08451246254
914	0.08447086782
915	0.08446167609
916	0.0844185805
917	0.08441423709
918	0.08441020189
919	0.08438278163
920	0.08434074108
921	0.08431268089
922	0.08430035536
923	0.08429171663
924	0.08427944756
925	0.08416649529
926	0.08407332914
927	0.08406210674
928	0.08398738252
929	0.08397095342
930	0.08396588488
931	0.0839521406
932	0.08387195181
933	0.08384670526
934	0.08384105854
935	0.08383492675
936	0.08381361744
937	0.08380204298
938	0.08379350618
939	0.08377594837
940	0.08375846934
941	0.08374580762
942	0.08374120512
943	0.08373699548
944	0.08361261318
945	0.08360958223
946	0.08350930229
947	0.08348444551
948	0.08348041566
949	0.08346378541
950	0.08343979087
951	0.08342896961
952	0.08342619644
953	0.0834107486
954	0.08340816162
955	0.08335969352
956	0.08334571013
957	0.08333676525
958	0.0833194725
959	0.08330888817
960	0.08329754561
961	0.08329254451
962	0.08328842376
963	0.08327503539
964	0.08326011669
965	0.08321465594
966	0.08320333935
967	0.08319675478
968	0.0831468056
969	0.08312020091
970	0.08311146487
971	0.0830592317
972	0.082983364
973	0.08296600702
974	0.08295824814
975	0.08289927332
976	0.08289513821
977	0.08287833306
978	0.08287362065
979	0.0828635477
980	0.08283599804
981	0.08283100806
982	0.08282582263
983	0.08281107856
984	0.08280451011
985	0.08279585625
986	0.08279109718
987	0.08266502306
988	0.08265635029
989	0.08254076081
990	0.08252324183
991	0.08251435099
992	0.08251289536
993	0.08247479238
994	0.08246865771
995	0.08235660901
996	0.08235400344
997	0.0823493278
998	0.08233798806
999	0.08231424873
